burg_candidate_rank,cell_id,x,y,lat,lon,settlement_desirability,population_estimate,local_population_radius_sum,connectivity_score,strategic_score,burg_candidate_score,coastal_flag,water_flag
3779,1213,1423.8,617.61,14.907529,67.374452,0.23751,38.43,2048.2,0.2311,21.5007,21.5776,False,False
3780,2518,2060.79,1716.11,-2.482795,77.458694,0.23781,38.48,2206.36,0.2287,21.4996,21.5765,False,False
3781,2633,2000.94,1806.69,-3.916858,76.51114,0.23805,38.52,1922.14,0.2293,21.493,21.5701,False,False
3782,3594,1645.83,2345.38,-12.444782,70.88936,0.23832,38.56,1792.15,0.229,21.4915,21.5686,False,False
3783,2723,1935.73,1872.13,-4.952808,75.478762,0.2382,38.54,2045.25,0.2278,21.4907,21.5678,False,False
3784,3661,1646.31,2380.29,-12.997374,70.897038,0.23815,38.53,1779.82,0.2293,21.4835,21.5605,False,False
3785,2445,2000.0,1642.52,-1.317825,76.496235,0.23745,38.42,2235.86,0.2281,21.4658,21.5426,False,False
3786,3346,1549.27,2226.4,-10.561209,69.360741,0.23716,38.37,2461.68,0.2273,21.4561,21.5328,False,False
3787,2471,1740.19,1683.35,-1.964158,72.383177,0.23655,38.27,2903.73,0.2268,21.4547,21.5312,False,False
3788,1220,1654.34,629.77,14.714947,71.024042,0.23745,38.42,2383.81,0.226,21.4444,21.5213,False,False
3789,3349,1646.62,2227.19,-10.573756,70.901884,0.23761,38.44,2140.9,0.2269,21.4435,21.5204,False,False
3790,3602,1899.04,2352.17,-12.552245,74.897946,0.23733,38.4,1391.32,0.2326,21.4391,21.5159,False,False
3791,3175,1902.96,2126.91,-8.986235,74.960072,0.23742,38.41,1892.42,0.2283,21.4262,21.5031,False,False
3792,3044,2127.02,2059.84,-7.924361,78.507167,0.23589,38.17,2309.5,0.2317,21.4259,21.5022,False,False
3793,3467,1548.18,2293.64,-11.625696,69.343551,0.23678,38.31,2190.51,0.2274,21.3996,21.4762,False,False
3794,264,1516.1,139.96,22.469186,68.835578,0.23716,38.37,1338.97,0.2314,21.3976,21.4744,False,False
3795,2405,1775.0,1619.12,-0.947379,72.934319,0.23621,38.22,2361.15,0.2275,21.3807,21.4572,False,False
3796,36,1166.94,17.39,24.40962,63.308055,0.23814,38.53,944.1,0.2284,21.3676,21.4447,False,False
3797,2255,1740.31,1456.27,1.630676,72.385085,0.23584,38.16,2521.48,0.2269,21.3612,21.4375,False,False
3798,3043,2092.35,2065.11,-8.007795,77.958207,0.23615,38.21,2097.49,0.2279,21.351,21.4274,False,False
3799,3298,1992.48,2193.61,-10.042041,76.377171,0.23579,38.15,1822.41,0.2307,21.3444,21.4207,False,False
3800,4431,2224.2,2688.17,-17.871522,80.045594,0.20017,36.48,2369.62,0.3692,21.337,21.41,False,False
3801,2728,2097.33,1874.73,-4.993875,78.037147,0.23421,37.89,3007.55,0.228,21.3202,21.396,False,False
3802,4164,2062.46,2600.83,-16.488742,77.485062,0.23532,38.07,2299.18,0.2278,21.3135,21.3896,False,False
3803,1080,1294.15,557.48,15.859365,65.321904,0.23198,37.53,3401.18,0.2335,21.3059,21.381,False,False
3804,3729,1683.1,2408.24,-13.439854,71.479447,0.23543,38.09,1819.85,0.2292,21.2913,21.3674,False,False
3805,1100,1933.24,554.02,15.914133,75.439299,0.23523,38.06,2473.91,0.2252,21.2814,21.3575,False,False
3806,1345,1685.4,689.4,13.770999,71.515773,0.2356,38.12,2265.19,0.2251,21.2809,21.3571,False,False
3807,665,1331.7,369.21,18.839998,65.916418,0.23523,38.06,1987.21,0.2275,21.2647,21.3408,False,False
3808,1334,1329.95,682.32,13.883028,65.888667,0.23102,37.38,3787.27,0.2325,21.2651,21.3398,False,False
3809,2437,1744.84,1655.02,-1.515692,72.456828,0.23397,37.86,2868.31,0.2263,21.2574,21.3331,False,False
3810,4165,2097.28,2609.1,-16.619686,78.036253,0.23434,37.91,2592.3,0.2265,21.2541,21.3299,False,False
3811,2886,2571.96,1966.93,-6.453614,85.550949,0.23225,37.58,2906.09,0.2324,21.2465,21.3217,False,False
3812,309,1165.22,172.54,21.953464,63.280934,0.23569,38.13,2000.08,0.2245,21.2453,21.3216,False,False
3813,3727,1609.89,2415.69,-13.557899,70.320499,0.23479,37.99,2090.69,0.2263,21.224,21.3,False,False
3814,3924,1519.62,2516.79,-15.158435,68.891331,0.23419,37.89,1953.83,0.2288,21.2103,21.286,False,False
3815,1698,145.18,909.09,10.293177,47.132626,0.18774,40.29,4429.05,0.398,21.2025,21.2831,False,False
3816,1297,2032.57,653.59,14.337978,77.011809,0.23382,37.83,2680.06,0.2248,21.1977,21.2733,False,False
3817,214,1682.67,116.33,22.843207,71.472548,0.19052,41.39,2063.87,0.4011,21.1806,21.2634,False,False
3818,2833,2418.38,1930.86,-5.882499,83.119566,0.23104,37.38,4259.97,0.2241,21.1694,21.2442,False,False
3819,1699,170.16,913.5,10.223297,47.528157,0.19303,37.27,4452.97,0.3748,21.1678,21.2423,False,False
3820,2229,1801.77,1426.21,2.106589,73.358015,0.23372,37.82,2261.09,0.226,21.163,21.2386,False,False
3821,730,1289.66,395.06,18.430751,65.250917,0.23378,37.82,2383.64,0.224,21.1448,21.2204,False,False
3822,2775,1994.73,1907.17,-5.507471,76.412767,0.2331,37.71,2203.05,0.2275,21.1367,21.2121,False,False
3823,3060,2705.93,2061.91,-7.957203,87.671764,0.20765,33.6,3957.23,0.3178,21.1377,21.2049,False,False
3824,3425,2130.57,2253.8,-10.994929,78.563321,0.232,37.54,2931.32,0.2265,21.1264,21.2015,False,False
3825,2979,1997.48,2032.48,-7.491332,76.456283,0.23418,37.89,1984.07,0.2239,21.1235,21.1993,False,False
3826,2725,1997.34,1869.52,-4.911397,76.45414,0.23322,37.73,1941.66,0.2279,21.1218,21.1973,False,False
3827,4163,2030.77,2603.55,-16.531873,76.983385,0.23351,37.78,2063.59,0.2252,21.1098,21.1854,False,False
3828,3852,1390.81,2478.13,-14.546304,66.852255,0.23361,37.8,2099.25,0.2243,21.1051,21.1807,False,False
3829,540,1292.08,302.19,19.900943,65.289215,0.23357,37.79,1928.61,0.2251,21.096,21.1716,False,False
3830,3665,1775.05,2379.91,-12.991494,72.935029,0.23293,37.69,1611.52,0.2297,21.0949,21.1703,False,False
3831,2418,2191.22,1613.37,-0.856386,79.523375,0.23073,37.33,3269.37,0.2271,21.0858,21.1604,False,False
3832,3721,1428.28,2419.41,-13.616746,67.445439,0.23243,37.61,2295.22,0.2263,21.0776,21.1528,False,False
3833,883,1806.2,469.66,17.249705,73.428214,0.23389,37.84,2023.67,0.2221,21.077,21.1527,False,False
3834,2984,2166.3,2034.02,-7.515576,79.128908,0.19956,33.63,3151.94,0.3519,21.0727,21.14,False,False
3835,2792,2570.72,1909.11,-5.538153,85.531362,0.19237,38.3,2727.6,0.3823,21.0535,21.1301,False,False
3836,613,1778.97,335.23,19.377818,72.997131,0.18387,42.33,3360.46,0.4113,21.0373,21.122,False,False
3837,2926,2064.96,1992.66,-6.860942,77.524654,0.23177,37.5,2533.2,0.2254,21.0432,21.1182,False,False
3838,2204,1834.14,1396.28,2.580485,73.870517,0.23186,37.51,2579.34,0.2238,21.0259,21.101,False,False
3839,2593,2000.3,1769.91,-3.334452,76.501053,0.23153,37.46,2019.82,0.2267,20.9873,21.0622,False,False
3840,2440,1836.31,1649.87,-1.434233,73.904851,0.23157,37.47,2071.09,0.2254,20.9746,21.0496,False,False
3841,2151,1771.69,1328.21,3.657977,72.881849,0.23064,37.32,2881.91,0.2215,20.9329,21.0076,False,False
3842,3365,2162.94,2218.22,-10.431651,79.075826,0.22761,36.83,3279.35,0.2306,20.9248,20.9984,False,False
3843,800,1391.51,431.33,17.856539,66.863234,0.23109,37.39,2042.15,0.2247,20.9228,20.9976,False,False
3844,867,1294.21,459.36,17.412814,65.322974,0.23017,37.24,2923.95,0.2226,20.9229,20.9974,False,False
3845,2514,1937.25,1712.32,-2.422819,75.502831,0.23083,37.35,1940.72,0.2262,20.9188,20.9935,False,False
3846,1516,1682.9,781.09,12.319523,71.476281,0.23156,37.47,2245.27,0.2208,20.9102,20.9852,False,False
3847,3112,2090.16,2092.89,-8.447635,77.923499,0.23049,37.29,2223.39,0.2247,20.9007,20.9753,False,False
3848,3350,1674.9,2228.53,-10.59487,71.349658,0.23134,37.43,2061.99,0.2218,20.8918,20.9667,False,False
3849,3663,1707.7,2388.45,-13.126667,71.868827,0.23053,37.3,1698.25,0.2267,20.8788,20.9534,False,False
3850,489,1517.23,276.65,20.305206,68.853458,0.23105,37.38,1607.78,0.2248,20.8712,20.946,False,False
3851,3288,1675.89,2198.34,-10.117032,71.365251,0.23076,37.34,2237.21,0.2212,20.8599,20.9345,False,False
3852,2679,1999.03,1842.34,-4.481173,76.480967,0.23036,37.27,1955.82,0.2246,20.8592,20.9338,False,False
3853,3940,2038.33,2517.45,-15.168882,77.103042,0.22969,37.16,2356.71,0.2246,20.8573,20.9316,False,False
3854,3936,1898.23,2511.4,-15.072998,74.885138,0.23034,37.27,2020.63,0.2236,20.8472,20.9217,False,False
3855,2553,1968.26,1735.79,-2.794419,75.993728,0.22953,37.14,2091.71,0.2253,20.8286,20.9029,False,False
3856,671,1514.14,370.94,18.812594,68.804545,0.23001,37.22,1839.9,0.2248,20.8236,20.898,False,False
3857,3798,1804.68,2453.84,-14.161874,73.404087,0.22955,37.14,1878.47,0.2253,20.8038,20.8781,False,False
3858,2230,1837.07,1419.51,2.212695,73.916933,0.22954,37.14,2425.69,0.2216,20.8013,20.8756,False,False
3859,3348,1616.57,2214.56,-10.373816,70.426193,0.23008,37.23,2253.12,0.2197,20.7861,20.8605,False,False
3860,4001,1748.5,2544.31,-15.594024,72.51472,0.22952,37.14,2378.51,0.2211,20.785,20.8593,False,False
3861,3865,1804.93,2485.43,-14.661916,73.408086,0.22984,37.19,1983.51,0.2221,20.7804,20.8548,False,False
3862,2388,2230.29,1579.9,-0.32644,80.141958,0.20413,33.03,2734.7,0.3194,20.7678,20.8338,False,False
3863,4084,2006.85,2576.59,-16.105092,76.604718,0.22856,36.98,2513.57,0.2222,20.7514,20.8254,False,False
3864,1715,1583.67,910.25,10.27475,69.905275,0.22807,36.9,2574.42,0.2228,20.7341,20.8079,False,False
3865,491,1581.97,267.69,20.447063,69.878416,0.22982,37.18,1313.29,0.224,20.7326,20.807,False,False
3866,742,1672.88,400.01,18.352335,71.317615,0.22904,37.06,1484.09,0.2258,20.7304,20.8045,False,False
3867,2552,1942.84,1745.43,-2.947041,75.59134,0.22857,36.98,2029.81,0.2239,20.7255,20.7994,False,False
3868,2554,1994.5,1739.07,-2.8463,76.409222,0.2287,37.0,2174.23,0.2223,20.7239,20.7979,False,False
3869,2513,1907.9,1705.72,-2.318351,75.038247,0.22836,36.95,1940.0,0.2245,20.7101,20.784,False,False
3870,3179,2029.15,2122.57,-8.91741,76.957775,0.22876,37.01,1900.68,0.221,20.6721,20.7461,False,False
3871,3242,2030.38,2153.43,-9.406003,76.977251,0.22845,36.96,1869.79,0.2224,20.6709,20.7448,False,False
3872,4250,2186.44,2638.99,-17.092876,79.447709,0.20528,33.21,2453.66,0.3116,20.6775,20.7439,False,False
3873,142,1107.52,83.69,23.35992,62.367483,0.22863,36.99,1934.07,0.2208,20.664,20.738,False,False
3874,2924,1999.69,2000.41,-6.983537,76.491284,0.22853,36.97,1994.45,0.2207,20.6614,20.7354,False,False
3875,1079,1270.76,566.77,15.712426,64.951679,0.19938,32.26,4185.7,0.3221,20.6453,20.7099,False,False
3876,3732,1770.13,2409.57,-13.460888,72.857139,0.22714,36.75,1755.45,0.2263,20.6342,20.7077,False,False
3877,3867,1865.16,2483.12,-14.625377,74.361655,0.22809,36.9,1864.5,0.2213,20.6256,20.6994,False,False
3878,3997,1615.25,2542.58,-15.566614,70.405207,0.22721,36.76,1834.8,0.2248,20.6211,20.6946,False,False
3879,3855,1494.37,2481.33,-14.597006,68.491621,0.22725,36.77,1949.88,0.2237,20.6179,20.6914,False,False
3880,2417,2157.61,1607.56,-0.764426,78.991347,0.22535,36.46,3327.24,0.221,20.5957,20.6686,False,False
3881,2824,1997.72,1942.4,-6.06516,76.460221,0.22733,36.78,2093.59,0.2207,20.5868,20.6604,False,False
3882,4075,1712.15,2571.54,-16.025114,71.939329,0.22672,36.68,2566.43,0.2196,20.5777,20.651,False,False
3883,3178,1996.53,2123.67,-8.934902,76.441349,0.22677,36.69,1898.07,0.2209,20.5273,20.6007,False,False
3884,430,1494.67,244.16,20.819537,68.49637,0.22664,36.67,1669.94,0.2229,20.5272,20.6006,False,False
3885,935,1262.03,490.84,16.914452,64.81341,0.22361,36.18,3554.13,0.2226,20.5256,20.598,False,False
3886,2726,2033.1,1868.74,-4.899134,77.020257,0.22578,36.53,2177.55,0.2223,20.5131,20.5861,False,False
3887,3347,1584.52,2222.21,-10.494891,69.918725,0.22617,36.59,2299.77,0.2196,20.5067,20.5799,False,False
3888,870,1391.63,462.94,17.356096,66.865103,0.22572,36.52,2160.43,0.2205,20.4761,20.5492,False,False
3889,2940,2642.03,1996.28,-6.918213,86.660193,0.19892,32.18,3725.44,0.3175,20.4757,20.54,False,False
3890,2591,1929.72,1769.68,-3.330952,75.38369,0.22531,36.45,2082.89,0.2215,20.4549,20.5278,False,False
3891,3652,1355.82,2386.74,-13.099608,66.298298,0.22466,36.35,2561.07,0.2208,20.4506,20.5233,False,False
3892,3731,1740.35,2421.13,-13.64395,72.38576,0.22507,36.42,1805.69,0.224,20.449,20.5219,False,False
3893,2385,2121.93,1585.01,-0.407377,78.426492,0.22475,36.36,2503.5,0.2202,20.4403,20.513,False,False
3894,3926,1577.85,2510.69,-15.061754,69.813166,0.2253,36.45,1887.11,0.2211,20.4236,20.4965,False,False
3895,676,1682.06,370.41,18.821009,71.462925,0.22521,36.44,2020.65,0.2205,20.4231,20.496,False,False
3896,3662,1681.36,2376.53,-12.937854,71.451794,0.22534,36.46,1793.22,0.2214,20.4215,20.4944,False,False
3897,2875,2102.25,1966.81,-6.451592,78.114932,0.22139,35.82,3010.45,0.2292,20.4208,20.4925,False,False
3898,1831,116.35,1011.07,8.678662,46.676254,0.18252,36.69,3973.63,0.3777,20.4072,20.4805,False,False
3899,672,1555.64,371.76,18.799579,69.461609,0.22529,36.45,1655.54,0.2216,20.4042,20.4771,False,False
3900,1397,1452.47,713.35,13.391923,67.828347,0.22426,36.28,2502.12,0.22,20.4012,20.4738,False,False
3901,269,1683.61,146.61,22.363877,71.48743,0.17783,41.87,2126.39,0.4076,20.3897,20.4734,False,False
3902,105,1642.71,40.35,24.046088,70.840041,0.17903,41.5,1692.75,0.4044,20.3684,20.4514,False,False
3903,3358,1932.6,2223.23,-10.510988,75.429281,0.22427,36.29,1558.89,0.2247,20.375,20.4476,False,False
3904,263,1485.94,142.72,22.425409,68.358168,0.22494,36.39,1433.62,0.2218,20.3573,20.43,False,False
3905,3664,1738.94,2384.52,-13.064448,72.363402,0.224,36.24,1588.99,0.2236,20.3396,20.4121,False,False
3906,1214,1457.1,617.22,14.913708,67.901687,0.22417,36.27,2091.15,0.2194,20.3354,20.408,False,False
3907,3177,1962.99,2123.32,-8.929271,75.910336,0.22403,36.25,1989.95,0.219,20.3052,20.3777,False,False
3908,2727,2063.65,1872.49,-4.958388,77.503867,0.22307,36.09,2361.41,0.2194,20.2881,20.3603,False,False
3909,253,1164.79,137.72,22.504623,63.273987,0.22394,36.23,1968.4,0.2177,20.2748,20.3472,False,False
3910,198,1169.05,109.65,22.948989,63.341432,0.22423,36.28,1710.59,0.2182,20.2734,20.3459,False,False
3911,1716,1612.96,915.04,10.198982,70.368999,0.22251,36.0,2800.58,0.2163,20.2442,20.3162,False,False
3912,3675,2097.7,2388.33,-13.124668,78.042921,0.22073,35.71,2827.87,0.2232,20.2436,20.315,False,False
3913,2228,1768.26,1414.93,2.285171,72.82755,0.22205,35.93,2522.65,0.2197,20.2394,20.3113,False,False
3914,3866,1833.17,2472.34,-14.454727,73.855128,0.22349,36.16,1911.98,0.2178,20.2364,20.3087,False,False
3915,677,1712.69,363.9,18.923931,71.947899,0.22277,36.04,2148.73,0.2181,20.2174,20.2895,False,False
3916,3806,2065.01,2451.67,-14.127459,77.525441,0.22162,35.86,2800.0,0.2175,20.2018,20.2735,False,False
3917,3364,2127.82,2228.11,-10.588214,78.519763,0.22125,35.8,2844.17,0.2181,20.1897,20.2612,False,False
3918,3544,2096.64,2316.22,-11.983073,78.026224,0.22119,35.79,2966.8,0.2171,20.182,20.2536,False,False
3919,3422,2025.27,2246.56,-10.880373,76.896264,0.22201,35.92,1761.07,0.2205,20.1606,20.2324,False,False
3920,3359,1965.79,2228.36,-10.592251,75.954603,0.22196,35.91,1676.92,0.2205,20.1483,20.2202,False,False
3921,3357,1904.85,2229.31,-10.607321,74.989873,0.22168,35.87,1624.14,0.2216,20.1419,20.2136,False,False
3922,605,1512.85,341.29,19.281917,68.784207,0.22178,35.88,1818.91,0.2192,20.1274,20.1991,False,False
3923,1022,1680.44,525.31,16.368688,71.437363,0.22252,36.0,1753.63,0.2166,20.1265,20.1985,False,False
3924,668,1426.1,367.97,18.859635,67.410869,0.22149,35.84,1746.68,0.2201,20.1147,20.1864,False,False
3925,2203,1813.81,1386.58,2.73402,73.548622,0.22027,35.64,2650.89,0.2175,20.0859,20.1572,False,False
3926,2201,1740.44,1394.19,2.61354,72.387175,0.21974,35.55,2840.91,0.2174,20.068,20.1391,False,False
3927,1282,1551.89,654.12,14.329455,69.40216,0.22121,35.79,2024.14,0.2163,20.0589,20.1305,False,False
3928,608,1613.18,334.02,19.396943,70.372532,0.22172,35.87,1427.56,0.2177,20.0499,20.1217,False,False
3929,488,1483.61,274.15,20.344839,68.321239,0.22141,35.82,1640.2,0.217,20.0413,20.1129,False,False
3930,3180,2066.18,2128.19,-9.006493,77.54401,0.22072,35.71,1966.28,0.2166,20.0217,20.0931,False,False
3931,3362,2066.73,2224.5,-10.531182,77.552699,0.22003,35.6,2082.24,0.2182,20.0156,20.0868,False,False
3932,810,1715.08,434.9,17.799957,71.985639,0.22029,35.64,1792.93,0.2187,20.0091,20.0804,False,False
3933,90,1172.87,51.55,23.868873,63.401954,0.22136,35.82,1266.92,0.2176,20.0045,20.0762,False,False
3934,944,1544.62,500.69,16.75844,69.287157,0.21981,35.56,2325.77,0.2168,20.0026,20.0737,False,False
3935,2406,1809.87,1615.19,-0.885144,73.486319,0.22007,35.61,2154.57,0.2168,20.0011,20.0723,False,False
3936,4009,1998.26,2551.61,-15.709579,76.468667,0.22025,35.64,2033.76,0.2166,19.9962,20.0675,False,False
3937,374,1490.32,209.79,21.363667,68.427517,0.22095,35.75,1489.4,0.2172,19.9928,20.0643,False,False
3938,2631,1936.82,1798.87,-3.792942,75.496058,0.22031,35.64,2036.62,0.2157,19.9836,20.0549,False,False
3939,3805,2035.34,2438.15,-13.913368,77.055696,0.21925,35.47,2244.89,0.2185,19.9824,20.0533,False,False
3940,801,1422.72,430.67,17.867015,67.357383,0.21954,35.52,2054.12,0.2177,19.967,20.0381,False,False
3941,106,1674.9,55.64,23.804089,71.349574,0.16955,41.88,1646.31,0.4183,19.9304,20.0141,False,False
3942,3245,2134.04,2154.11,-9.416728,78.618281,0.21761,35.21,2984.68,0.2174,19.9314,20.0018,False,False
3943,876,1584.11,462.07,17.369915,69.912267,0.2196,35.53,1887.91,0.2165,19.9307,20.0017,False,False
3944,2408,1866.86,1616.94,-0.912843,74.388458,0.21929,35.48,2055.95,0.2164,19.9265,19.9975,False,False
3945,3407,1545.78,2258.95,-11.076513,69.305428,0.21906,35.44,2427.32,0.2147,19.922,19.9929,False,False
3946,1401,1582.4,719.23,13.298814,69.885291,0.21995,35.59,1886.42,0.2143,19.916,19.9872,False,False
3947,3719,1363.49,2419.22,-13.613704,66.419688,0.21878,35.4,2403.59,0.2156,19.9159,19.9867,False,False
3948,3115,2185.92,2089.77,-8.398294,79.439527,0.21449,34.7,3935.67,0.2228,19.9155,19.9849,False,False
3949,547,1519.74,308.43,19.802103,68.893201,0.21974,35.55,1622.31,0.2163,19.9056,19.9767,False,False
3950,3591,1549.79,2356.16,-12.615396,69.369013,0.21973,35.55,2038.35,0.213,19.8936,19.9647,False,False
3951,4148,1545.67,2610.95,-16.648931,69.303765,0.21904,35.44,2184.82,0.2138,19.8757,19.9466,False,False
3952,3246,2152.06,2164.36,-9.579107,78.90353,0.21534,34.84,3696.01,0.2182,19.8665,19.9362,False,False
3953,2441,1864.69,1645.65,-1.367374,74.354195,0.21861,35.37,2063.98,0.215,19.8533,19.9241,False,False
3954,3862,1703.71,2480.83,-14.589005,71.805679,0.21755,35.2,1956.24,0.2192,19.8387,19.9091,False,False
3955,2476,1910.32,1674.54,-1.824642,75.076526,0.21807,35.28,2105.39,0.2156,19.8296,19.9002,False,False
3956,2212,2097.57,1396.06,2.583824,78.040906,0.2128,34.43,4449.08,0.221,19.8231,19.892,False,False
3957,319,1482.02,177.66,21.872321,68.296061,0.21794,35.26,1475.5,0.2172,19.7746,19.8452,False,False
3958,3603,1939.62,2354.32,-12.586352,75.540351,0.21722,35.15,1491.61,0.2197,19.7696,19.8399,False,False
3959,797,1296.6,422.59,17.994948,65.360668,0.21681,35.08,2555.76,0.2131,19.7462,19.8164,False,False
3960,2386,2164.47,1581.72,-0.355251,79.100009,0.21504,34.79,3381.51,0.2144,19.7407,19.8103,False,False
3961,3239,1940.04,2157.31,-9.467496,75.547015,0.21657,35.04,1834.32,0.2167,19.7095,19.7796,False,False
3962,1567,1616.24,814.77,11.786248,70.420978,0.21689,35.09,2077.12,0.2119,19.674,19.7442,False,False
3963,3482,2028.21,2284.73,-11.48462,76.942858,0.21603,34.95,1579.77,0.2186,19.6742,19.7441,False,False
3964,2474,1843.14,1676.71,-1.859064,74.012944,0.21661,35.05,2125.21,0.2126,19.673,19.7431,False,False
3965,3360,1996.59,2222.33,-10.49681,76.442321,0.2165,35.03,1645.76,0.2157,19.6642,19.7342,False,False
3966,3182,2127.11,2131.37,-9.056857,78.508506,0.21538,34.85,2300.18,0.2155,19.6566,19.7263,False,False
3967,3864,1772.75,2474.79,-14.493424,72.898616,0.21639,35.01,1874.83,0.2141,19.654,19.724,False,False
3968,422,1227.37,243.84,20.824643,64.264703,0.21623,34.99,2053.44,0.2126,19.6365,19.7065,False,False
3969,3419,1939.34,2250.98,-10.950291,75.535997,0.21554,34.87,1677.19,0.2178,19.6366,19.7063,False,False
3970,2477,1938.13,1674.51,-1.824193,75.51674,0.21544,34.86,2079.37,0.2153,19.6314,19.7011,False,False
3971,3676,2124.33,2381.02,-13.009048,78.464437,0.19691,31.86,2564.48,0.2849,19.6076,19.6713,False,False
3972,2736,2357.25,1872.59,-4.960014,82.151793,0.2015,32.6,4091.28,0.2551,19.5803,19.6455,False,False
3973,3932,1778.3,2507.47,-15.010798,72.986583,0.21523,34.82,2151.86,0.2124,19.5718,19.6414,False,False
3974,2825,2027.49,1932.94,-5.915453,76.931427,0.21457,34.72,2281.99,0.2136,19.5616,19.631,False,False
3975,3421,1999.1,2258.69,-11.072393,76.482053,0.21481,34.75,1651.81,0.2161,19.5511,19.6206,False,False
3976,2684,2156.76,1839.73,-4.439801,78.977943,0.21119,34.17,3611.71,0.2173,19.5407,19.6091,False,False
3977,3484,2087.02,2286.15,-11.507166,77.873784,0.2133,34.51,2559.83,0.214,19.5106,19.5796,False,False
3978,2551,1907.79,1739.53,-2.853611,75.036517,0.21424,34.66,2003.53,0.2135,19.503,19.5723,False,False
3979,3928,1647.75,2513.86,-15.111928,70.919862,0.21438,34.69,1798.42,0.2141,19.5013,19.5707,False,False
3980,739,1590.25,399.9,18.354031,70.00958,0.21474,34.74,1610.65,0.2136,19.4963,19.5658,False,False
3981,736,1490.58,405.13,18.271254,68.431633,0.21412,34.64,1947.65,0.2109,19.4424,19.5117,False,False
3982,2927,2096.99,1997.79,-6.942007,78.031636,0.21108,34.15,2888.27,0.2167,19.4385,19.5068,False,False
3983,2776,2026.26,1901.99,-5.425402,76.911984,0.21251,34.38,2221.69,0.2135,19.4046,19.4734,False,False
3984,951,1776.72,491.22,16.908405,72.961535,0.21434,34.68,1768.97,0.2091,19.4038,19.4732,False,False
3985,1215,1490.62,623.84,14.80889,68.432313,0.21341,34.53,2107.19,0.2103,19.3984,19.4674,False,False
3986,3540,1963.08,2323.31,-12.095366,75.911844,0.21272,34.42,1546.77,0.2163,19.3904,19.4593,False,False
3987,874,1513.27,465.97,17.308173,68.790882,0.21347,34.54,2120.09,0.2093,19.387,19.4561,False,False
3988,3363,2099.0,2230.41,-10.624616,78.063534,0.21126,34.18,2884.11,0.2131,19.386,19.4543,False,False
3989,3600,1836.24,2351.67,-12.544368,73.903805,0.213,34.46,1467.21,0.2148,19.3756,19.4446,False,False
3990,3796,1740.47,2451.19,-14.119921,72.387614,0.21266,34.41,1859.45,0.2132,19.3673,19.4361,False,False
3991,2925,2026.72,2003.88,-7.038496,76.919316,0.21266,34.41,2391.33,0.2097,19.3667,19.4355,False,False
3992,151,1390.13,85.64,23.32906,66.841458,0.21323,34.5,1300.03,0.2144,19.3654,19.4344,False,False
3993,2592,1965.69,1775.01,-3.415295,75.953084,0.21245,34.37,1966.27,0.2131,19.3641,19.4329,False,False
3994,734,1426.08,398.85,18.370703,67.410475,0.21198,34.3,1936.55,0.2136,19.3359,19.4044,False,False
3995,3741,2064.97,2408.81,-13.448917,77.52478,0.21158,34.23,2784.13,0.2094,19.3315,19.3999,False,False
3996,3361,2037.38,2219.41,-10.450592,77.088087,0.21252,34.38,1807.4,0.212,19.3296,19.3983,False,False
3997,3996,1589.91,2548.54,-15.661029,70.00408,0.21115,34.16,2071.5,0.2153,19.322,19.3903,False,False
3998,2983,2125.23,2029.2,-7.439392,78.47875,0.20968,33.93,2408.97,0.2186,19.3159,19.3837,False,False
3999,2826,2058.09,1927.78,-5.833746,77.415888,0.21107,34.15,2508.45,0.2123,19.3136,19.3819,False,False
4000,4338,2198.41,2667.01,-17.536496,79.637202,0.19729,31.92,2171.16,0.2685,19.2937,19.3575,False,False
4001,1565,1548.29,817.93,11.73624,69.345238,0.2115,34.22,2259.75,0.2106,19.2844,19.3528,False,False
4002,737,1521.88,396.51,18.407813,68.927157,0.21167,34.25,1846.56,0.2124,19.281,19.3495,False,False
4003,1281,1515.03,650.56,14.385827,68.818655,0.2116,34.24,2115.9,0.2108,19.2778,19.3462,False,False
4004,3527,1550.72,2323.86,-12.104136,69.383684,0.21208,34.31,1989.43,0.2088,19.2629,19.3316,False,False
4005,3666,1807.08,2382.32,-13.029569,73.4422,0.21119,34.17,1502.6,0.2154,19.2594,19.3278,False,False
4006,150,1356.68,75.24,23.493777,66.311823,0.21179,34.27,1133.91,0.2149,19.2502,19.3187,False,False
4007,320,1514.04,170.77,21.9815,68.8031,0.21182,34.27,1464.78,0.2122,19.2439,19.3125,False,False
4008,2478,1961.33,1677.79,-1.876184,75.884015,0.2113,34.19,2171.29,0.2093,19.2369,19.3053,False,False
4009,1703,302.59,911.57,10.253898,49.624592,0.16285,35.44,6529.64,0.3737,19.2202,19.2911,False,False
4010,3728,1651.47,2412.51,-13.50745,70.978701,0.2104,34.04,1911.74,0.2105,19.1627,19.2307,False,False
4011,3599,1800.37,2347.47,-12.477851,73.335964,0.21006,33.99,1691.14,0.213,19.1572,19.2252,False,False
4012,1145,1326.01,590.63,15.334589,65.826251,0.20808,33.67,3173.96,0.2111,19.1558,19.2232,False,False
4013,3409,1608.43,2246.57,-10.880529,70.29725,0.21012,34.0,2413.4,0.2072,19.1422,19.2102,False,False
4014,958,1991.65,495.67,16.837922,76.364074,0.19314,31.25,4211.51,0.2633,19.1412,19.2036,False,False
