cell_id,x,y,lat,lon,area_px,elevation_m,slope_deg,ruggedness_m,coast_distance_km,traversal_cost,settlement_desirability,population_weight,population_estimate
3811,12.86,2473.72,-14.476444,45.037918,653,112.16,61.31,287.78,16.36,48.11,0.44919,0.000328,137.58
3812,39.71,2462.45,-14.298113,45.462984,313,67.84,61.26,279.15,12.2,47.31,0.4849,0.000389,163.25
3813,116.84,2480.1,-14.577554,46.683937,49,-60.18,20.04,92.37,2.19,29.52,0.67208,0.000656,275.41
3814,124.33,2494.25,-14.80153,46.802615,12,-62.65,11.35,53.79,1.81,13.76,0.82077,0.000806,338.61
3815,214.05,2487.9,-14.700959,48.222912,282,-39.93,12.99,38.16,11.74,16.51,0.71979,0.000583,244.75
3816,242.6,2486.23,-14.67457,48.674849,812,-33.98,8.42,23.59,19.04,8.8,0.7361,0.000503,211.05
3817,275.86,2479.14,-14.56227,49.201376,732,-40.63,6.53,18.16,24.45,5.67,0.74342,0.000474,199.27
3818,305.96,2480.98,-14.591478,49.677948,706,-43.05,2.88,6.67,47.66,0.24,0.71817,0.000354,148.83
3819,333.3,2480.73,-14.587424,50.110824,1020,-39.49,4.33,9.62,56.24,3.16,0.66415,0.000292,122.7
3820,369.39,2472.21,-14.452553,50.682175,1087,-46.22,2.29,5.52,42.61,0.0,0.74379,0.00039,163.98
3821,400.42,2472.5,-14.457267,51.173322,1050,-39.41,6.76,17.18,74.31,8.24,0.59407,0.000229,96.12
3822,431.66,2479.03,-14.560524,51.667884,1027,-38.83,8.26,18.65,114.29,12.57,0.56779,0.000219,91.87
3823,467.62,2482.33,-14.612902,52.237167,1090,-39.59,6.33,12.92,161.09,11.09,0.5932,0.000229,95.98
3824,501.96,2478.22,-14.547723,52.780835,905,-33.0,10.55,22.87,174.61,18.46,0.52902,0.000204,85.59
3825,529.97,2474.39,-14.487183,53.224223,902,7.43,24.68,65.87,177.8,43.62,0.34838,0.000134,56.37
3826,558.41,2484.35,-14.64488,53.674482,1040,165.23,40.86,120.86,208.09,48.85,0.31739,0.000122,51.35
3827,587.28,2475.86,-14.510466,54.131467,1061,284.62,42.28,125.69,174.17,49.84,0.3077,0.000119,49.79
3828,618.57,2482.9,-14.621782,54.626938,1065,239.34,43.03,123.14,160.07,49.44,0.31157,0.00012,50.41
3829,658.96,2483.85,-14.636883,55.266323,1131,176.28,39.78,119.22,153.62,48.69,0.31742,0.000122,51.36
3830,691.91,2475.13,-14.498853,55.787927,1025,197.8,38.26,118.64,154.25,48.85,0.31601,0.000122,51.13
3831,725.47,2478.61,-14.553954,56.319154,1119,106.66,47.61,186.17,193.05,50.75,0.30354,0.000117,49.11
3832,755.61,2481.48,-14.599438,56.796388,832,30.68,27.99,76.45,234.15,46.35,0.33929,0.000131,54.9
3833,777.47,2473.77,-14.477262,57.142441,845,77.11,34.92,84.87,257.28,46.96,0.33365,0.000129,53.98
3834,809.08,2479.99,-14.575843,57.642792,1154,98.95,26.65,62.51,310.64,46.32,0.33835,0.00013,54.74
3835,844.24,2482.61,-14.617268,58.199519,1143,63.99,21.44,50.07,367.63,38.1,0.3651,0.000141,59.07
3836,876.84,2477.96,-14.543663,58.71546,1058,22.73,15.89,42.76,411.07,28.38,0.44442,0.000171,71.9
3837,917.87,2480.86,-14.589624,59.365027,1225,20.34,10.8,23.23,434.88,19.26,0.52117,0.000201,84.32
3838,949.98,2477.19,-14.531433,59.873331,1044,32.83,11.03,26.01,420.49,19.81,0.51613,0.000199,83.51
3839,984.58,2484.85,-14.652658,60.421092,806,50.67,14.36,30.2,432.04,25.6,0.46702,0.00018,75.56
3840,1014.92,2482.32,-14.612665,60.901429,1016,48.35,20.5,43.87,430.62,36.22,0.38035,0.000147,61.54
3841,1041.44,2473.37,-14.471045,61.321376,1013,65.63,13.92,30.56,423.01,24.99,0.47184,0.000182,76.34
3842,1072.0,2484.77,-14.651495,61.80517,1201,84.7,10.51,21.15,457.18,19.14,0.52088,0.000201,84.28
3843,1110.07,2478.92,-14.558884,62.407853,1216,88.82,15.74,35.39,473.76,28.33,0.44364,0.000171,71.78
3844,1139.16,2472.54,-14.457864,62.868237,1095,88.51,21.22,49.58,489.52,37.89,0.36633,0.000141,59.27
3845,1168.89,2479.88,-14.57407,63.339003,1262,117.54,23.74,59.78,529.98,42.62,0.34534,0.000133,55.87
3846,1197.83,2479.66,-14.57055,63.797057,852,158.98,36.45,104.8,561.45,48.24,0.32228,0.000124,52.14
3847,1227.2,2478.91,-14.558719,64.262079,798,169.81,51.83,171.33,595.51,50.66,0.30321,0.000117,49.06
3848,1262.83,2483.12,-14.62538,64.826125,975,150.47,33.93,89.87,645.68,47.65,0.32703,0.000126,52.91
3849,1300.0,2478.66,-14.554768,65.414593,1183,56.13,21.7,56.22,690.48,38.69,0.36054,0.000139,58.33
3850,1334.05,2483.89,-14.637577,65.953536,1061,116.56,35.47,103.13,743.68,47.88,0.32576,0.000125,52.71
3851,1360.02,2474.25,-14.48494,66.364748,1080,320.71,58.59,247.85,771.8,54.41,0.27212,0.000105,44.03
3852,1390.81,2478.13,-14.546304,66.852255,859,505.07,68.01,347.37,821.12,59.21,0.23361,9e-05,37.8
3853,1421.32,2480.28,-14.580395,67.33523,1009,1074.05,71.48,504.94,869.15,68.72,0.1585,6.1e-05,25.65
3854,1453.1,2483.18,-14.626219,67.838351,1261,1204.53,72.67,526.85,920.4,70.4,0.14553,5.6e-05,23.55
3855,1494.37,2481.33,-14.597006,68.491621,1040,866.86,62.4,279.87,983.19,59.33,0.22725,8.8e-05,36.77
3856,1519.7,2473.71,-14.476413,68.892653,924,598.4,52.88,199.71,1017.77,54.63,0.2661,0.000103,43.05
3857,1547.11,2483.83,-14.636585,69.326493,1011,624.79,59.77,247.07,1055.79,56.49,0.2518,9.7e-05,40.74
3858,1576.22,2473.56,-14.47405,69.787418,954,447.47,54.88,202.41,1018.94,53.69,0.27562,0.000106,44.59
3859,1612.04,2480.28,-14.580418,70.354509,1145,556.29,58.97,239.49,956.83,55.75,0.25839,0.0001,41.81
3860,1647.08,2478.58,-14.553522,70.909106,1024,759.63,57.79,216.67,895.5,56.35,0.25076,9.7e-05,40.57
3861,1672.76,2468.83,-14.399042,71.31574,850,855.34,58.24,240.06,849.8,57.84,0.23829,9.2e-05,38.55
3862,1703.71,2480.83,-14.589005,71.805679,1111,1116.27,56.6,254.32,796.77,60.15,0.21755,8.4e-05,35.2
3863,1742.29,2482.11,-14.609273,72.416381,1155,1064.65,65.67,335.56,729.6,62.67,0.20037,7.7e-05,32.42
3864,1772.75,2474.79,-14.493424,72.898616,1060,747.32,66.83,352.84,675.59,61.08,0.21639,8.3e-05,35.01
3865,1804.93,2485.43,-14.661916,73.408086,789,562.2,65.97,347.41,620.77,59.61,0.22984,8.9e-05,37.19
3866,1833.17,2472.34,-14.454727,73.855128,1063,603.73,61.62,361.56,569.81,60.4,0.22349,8.6e-05,36.16
3867,1865.16,2483.12,-14.625377,74.361655,1310,604.06,60.89,343.58,515.71,59.76,0.22809,8.8e-05,36.9
3868,1901.71,2484.93,-14.654005,74.940263,1047,938.7,73.56,464.94,452.43,66.37,0.17639,6.8e-05,28.54
3869,1935.95,2476.77,-14.524757,75.482235,1103,1140.93,68.51,372.42,391.35,64.5,0.18642,7.2e-05,30.16
3870,1964.43,2482.75,-14.619411,75.933147,760,1042.5,70.69,429.71,343.31,65.84,0.17854,6.9e-05,28.89
3871,1994.22,2474.9,-14.495149,76.404817,1123,1148.11,64.9,314.09,289.81,62.49,0.20042,7.7e-05,32.43
3872,2030.46,2476.88,-14.526548,76.978497,1218,848.97,65.86,363.57,228.27,62.16,0.20714,8e-05,33.51
3873,2060.75,2475.8,-14.509397,77.457966,733,712.43,53.32,198.74,175.68,55.39,0.25865,0.0001,41.85
3874,2096.44,2474.26,-14.485016,78.022978,1161,572.78,60.19,259.2,115.61,54.7,0.25562,9.8e-05,41.36
3875,2125.53,2475.91,-14.511204,78.483456,965,366.06,55.63,219.92,69.73,49.84,0.28406,0.000109,45.96
3876,2158.52,2480.29,-14.580547,79.005855,821,79.84,50.31,228.24,20.55,45.97,0.44182,0.000293,122.94
3877,2292.14,2481.57,-14.600816,81.121157,7,-64.02,27.59,73.58,1.85,38.68,0.63641,0.000625,262.37
3878,3060.35,2470.72,-14.429054,93.282686,212,229.87,81.52,1236.01,5.51,67.27,0.37324,0.000343,143.9
3879,3068.48,2481.88,-14.605682,93.411409,99,42.45,75.56,807.88,4.29,65.49,0.39624,0.000372,156.3
3880,102.64,2493.15,-14.784099,46.459161,47,-58.46,21.54,51.53,2.28,30.58,0.66214,0.000645,270.9
3881,129.0,2513.5,-15.106276,46.876493,2,-67.33,10.92,46.93,1.75,12.79,0.83034,0.000816,342.93
3882,181.02,2524.61,-15.282095,47.699975,467,-41.03,13.76,46.42,11.61,18.06,0.70654,0.000574,240.92
3883,206.14,2507.87,-15.017126,48.09769,959,-31.4,8.68,23.58,27.61,9.64,0.69672,0.000431,180.98
3884,238.57,2513.39,-15.104565,48.611019,934,-27.39,1.62,4.3,62.06,0.0,0.68173,0.000275,115.55
3885,268.29,2509.97,-15.05037,49.081617,1018,-27.65,2.81,6.38,70.31,1.23,0.65501,0.000252,105.98
3886,302.82,2507.05,-15.004213,49.628286,1115,-34.63,2.38,4.94,87.69,1.21,0.66059,0.000254,106.88
3887,342.82,2510.9,-15.065052,50.261498,1278,-33.98,4.89,11.27,106.89,6.43,0.61947,0.000239,100.23
3888,375.37,2507.58,-15.012532,50.776746,1243,-32.41,6.56,14.76,102.68,9.14,0.59428,0.000229,96.15
3889,404.89,2510.73,-15.062365,51.244082,1169,-30.78,6.04,14.72,129.21,9.46,0.59905,0.000231,96.92
3890,431.32,2517.33,-15.166921,51.66249,898,-38.45,5.97,13.7,166.9,10.51,0.59814,0.00023,96.78
3891,458.57,2512.01,-15.082664,52.093861,1178,-33.23,10.38,25.03,188.23,18.25,0.53079,0.000204,85.88
3892,495.99,2510.94,-15.065714,52.68627,1077,16.55,19.56,47.64,225.79,34.58,0.39403,0.000152,63.75
3893,526.79,2506.58,-14.996727,53.173947,962,105.24,29.92,80.77,230.2,47.01,0.33279,0.000128,53.84
3894,558.22,2516.13,-15.147855,53.671513,1076,153.8,36.27,89.71,255.03,47.67,0.32684,0.000126,52.88
3895,593.1,2508.99,-15.034877,54.223617,888,203.12,34.36,97.28,218.86,48.28,0.32124,0.000124,51.98
3896,617.08,2517.54,-15.170269,54.603347,734,242.3,33.82,94.28,218.51,48.44,0.31932,0.000123,51.67
3897,647.85,2509.35,-15.040639,55.090351,1119,270.39,45.23,148.78,197.33,50.56,0.30237,0.000116,48.92
3898,685.12,2512.1,-15.084041,55.680446,1247,259.54,54.24,231.65,210.4,53.42,0.28063,0.000108,45.4
3899,714.15,2517.74,-15.173344,56.140047,1165,83.35,30.36,84.6,238.25,47.0,0.33326,0.000128,53.92
3900,746.89,2508.88,-15.033066,56.658284,1084,67.01,35.48,88.1,257.26,47.01,0.33345,0.000128,53.95
3901,786.48,2508.92,-15.033743,57.285012,1113,99.26,23.73,53.48,306.38,42.25,0.34847,0.000134,56.38
3902,822.08,2509.18,-15.03788,57.848602,930,61.58,21.91,49.94,356.4,38.86,0.35918,0.000138,58.11
3903,854.37,2514.31,-15.119089,58.359815,737,34.21,16.11,37.17,408.93,28.62,0.44222,0.00017,71.55
3904,879.34,2508.54,-15.027814,58.755171,846,17.52,13.13,29.52,442.58,23.31,0.48682,0.000188,78.77
3905,906.88,2508.81,-15.03198,59.191141,932,39.34,14.06,29.53,478.55,25.0,0.47224,0.000182,76.41
3906,941.1,2514.39,-15.120393,59.732811,1062,37.52,14.05,30.23,486.79,24.99,0.47232,0.000182,76.42
3907,968.11,2505.17,-14.974472,60.160483,809,63.08,18.59,48.87,467.73,33.34,0.40315,0.000155,65.23
3908,1004.77,2513.83,-15.111454,60.740732,1272,117.06,35.83,100.5,484.09,47.79,0.32645,0.000126,52.82
3909,1041.52,2512.78,-15.09494,61.322555,1018,105.0,32.98,91.38,490.51,47.39,0.32983,0.000127,53.37
3910,1070.84,2517.99,-15.177358,61.786813,901,104.57,26.49,60.64,511.65,46.3,0.33845,0.00013,54.76
3911,1100.27,2515.23,-15.133713,62.252585,1330,89.81,20.69,48.33,524.38,36.97,0.37356,0.000144,60.44
3912,1135.8,2511.81,-15.079561,62.81512,1045,145.09,22.16,51.44,545.57,39.9,0.35103,0.000135,56.79
3913,1167.51,2513.37,-15.104274,63.317087,1012,172.19,31.38,74.54,576.45,47.26,0.32976,0.000127,53.35
3914,1204.3,2510.16,-15.053331,63.899581,1144,213.41,43.73,131.97,609.69,49.57,0.31096,0.00012,50.31
3915,1235.81,2508.52,-15.027475,64.398451,1074,282.17,33.13,83.39,643.46,48.33,0.31953,0.000123,51.7
3916,1263.48,2510.28,-15.055346,64.836406,647,170.22,28.41,72.84,679.17,47.18,0.33038,0.000127,53.45
3917,1292.91,2508.67,-15.029786,65.302269,1037,100.63,33.37,75.22,714.67,46.79,0.33465,0.000129,54.15
3918,1326.81,2515.97,-15.145438,65.839018,1066,63.58,25.53,63.64,767.99,45.35,0.3421,0.000132,55.35
3919,1356.15,2516.82,-15.158908,66.3034,1026,158.15,35.53,107.64,809.12,48.33,0.32156,0.000124,52.03
3920,1388.21,2506.46,-14.994828,66.810953,1078,428.91,56.87,245.63,843.99,55.09,0.26535,0.000102,42.93
3921,1421.04,2512.42,-15.089189,67.330719,970,654.08,76.05,617.77,897.72,69.81,0.1571,6.1e-05,25.42
3922,1458.96,2516.65,-15.156209,67.931094,821,1139.87,75.06,544.51,957.99,70.58,0.14525,5.6e-05,23.5
3923,1481.78,2502.82,-14.937212,68.292373,909,1270.42,71.73,433.14,980.76,67.54,0.16369,6.3e-05,26.48
3924,1519.62,2516.79,-15.158435,68.891331,989,856.94,58.25,255.44,1050.62,58.4,0.23419,9e-05,37.89
3925,1543.66,2512.03,-15.082932,69.271914,866,825.99,54.23,200.61,1069.32,56.24,0.25054,9.7e-05,40.54
3926,1577.85,2510.69,-15.061754,69.813166,1431,769.95,63.33,312.16,1020.63,59.8,0.2253,8.7e-05,36.45
3927,1615.97,2509.94,-15.049967,70.416606,1124,697.85,59.5,248.78,954.1,57.06,0.24647,9.5e-05,39.88
3928,1647.75,2513.86,-15.111928,70.919862,1084,885.59,63.24,325.55,899.64,61.07,0.21438,8.3e-05,34.69
3929,1678.99,2505.4,-14.977967,71.414311,1210,993.22,66.49,340.91,843.67,62.36,0.20359,7.8e-05,32.94
3930,1712.11,2513.14,-15.100523,71.938686,1018,1319.07,68.09,405.71,787.8,66.91,0.16729,6.4e-05,27.07
3931,1739.44,2514.64,-15.124342,72.371275,1031,1107.07,69.06,437.13,740.83,66.55,0.17274,6.7e-05,27.95
3932,1778.3,2507.47,-15.010798,72.986583,1060,677.27,65.42,375.27,671.69,61.39,0.21523,8.3e-05,34.82
3933,1810.95,2510.62,-15.060715,73.50344,754,222.52,29.1,109.01,616.09,48.82,0.31665,0.000122,51.23
3934,1838.13,2505.66,-14.982227,73.933739,789,231.05,26.41,69.65,567.77,47.49,0.32695,0.000126,52.9
3935,1865.36,2520.05,-15.210017,74.364736,1000,238.42,39.34,122.43,526.02,49.41,0.31182,0.00012,50.45
3936,1898.23,2511.4,-15.072998,74.885138,1033,657.5,62.86,321.24,466.52,59.34,0.23034,8.9e-05,37.27
3937,1939.86,2507.55,-15.012153,75.544098,918,1000.4,64.54,318.55,394.19,61.62,0.20875,8e-05,33.78
3938,1971.82,2508.5,-15.027171,76.050056,795,1016.3,72.8,567.54,340.72,70.54,0.14721,5.7e-05,23.82
3939,2005.23,2505.88,-14.985693,76.579068,1206,1076.37,69.43,413.68,283.81,65.51,0.18034,6.9e-05,29.18
3940,2038.33,2517.45,-15.168882,77.103042,926,781.35,61.2,292.19,237.46,59.17,0.22969,8.8e-05,37.16
3941,2065.56,2503.21,-14.943343,77.534084,1260,744.22,54.57,215.45,184.22,56.2,0.25211,9.7e-05,40.79
3942,2101.77,2513.51,-15.106498,78.107417,1216,684.42,57.62,238.17,130.98,55.41,0.25238,9.7e-05,40.83
3943,2130.54,2509.33,-15.040188,78.562751,1091,493.17,62.77,290.76,80.78,53.72,0.25558,9.8e-05,41.35
3944,2154.48,2513.66,-15.108843,78.941839,879,405.35,66.87,332.34,41.93,52.85,0.32046,0.00017,71.22
3945,2174.87,2517.45,-15.16884,79.264597,458,50.9,57.24,289.55,11.5,47.53,0.4881,0.000397,166.83
3946,3068.1,2520.86,-15.222747,93.405241,168,159.31,76.92,839.97,5.81,66.79,0.37636,0.000344,144.28
3947,3074.6,2528.48,-15.343407,93.508196,142,96.18,73.42,507.32,5.87,55.3,0.45926,0.000419,175.85
3948,3102.74,2519.53,-15.201679,93.953652,19,-69.5,53.37,396.15,1.79,50.09,0.53496,0.000526,220.78
3949,46.75,2552.0,-15.715769,45.574395,4,-65.45,16.32,64.8,1.75,22.36,0.74089,0.000729,305.99
3950,133.52,2557.83,-15.808134,46.947994,151,-54.32,16.45,35.16,4.2,21.69,0.72878,0.000686,287.94
3951,150.59,2547.57,-15.645574,47.21832,417,-54.7,9.85,29.07,6.55,10.66,0.81366,0.000732,307.51
3952,180.29,2548.58,-15.661664,47.688408,1075,-24.21,4.92,13.73,37.21,3.54,0.72135,0.000403,169.24
3953,212.95,2544.36,-15.594835,48.205494,1147,-16.3,1.39,3.37,72.15,0.0,0.67351,0.000259,108.97
3954,241.52,2540.89,-15.539918,48.657733,870,-22.18,2.38,5.53,104.93,2.06,0.65764,0.000253,106.4
3955,272.36,2539.64,-15.520111,49.145947,760,-25.5,2.31,4.81,121.69,2.65,0.65742,0.000253,106.37
3956,300.01,2538.79,-15.506621,49.583716,1131,-28.87,1.45,3.46,136.73,1.83,0.66937,0.000258,108.3
3957,337.98,2545.0,-15.604977,50.184805,1267,-30.36,2.18,5.07,165.26,4.0,0.65596,0.000253,106.13
3958,368.98,2548.62,-15.662301,50.675583,1195,-22.51,5.46,12.88,171.89,9.77,0.60449,0.000233,97.8
3959,402.9,2549.86,-15.681887,51.212649,920,-35.76,5.17,12.46,186.95,9.17,0.60997,0.000235,98.69
3960,427.31,2543.27,-15.577604,51.598969,745,-34.35,5.14,12.33,197.38,9.13,0.61032,0.000235,98.75
3961,466.96,2546.46,-15.627996,52.226728,1047,-12.42,13.99,31.37,245.11,24.59,0.47663,0.000184,77.12
3962,493.82,2538.53,-15.502482,52.651919,863,14.65,15.09,33.1,262.45,26.66,0.45886,0.000177,74.24
3963,526.9,2538.89,-15.508186,53.175603,978,89.0,24.66,62.92,285.4,44.05,0.34342,0.000132,55.56
3964,559.41,2547.28,-15.641071,53.690227,849,161.43,30.64,73.22,303.71,47.14,0.33089,0.000127,53.54
3965,589.33,2538.72,-15.505488,54.163894,1011,175.45,40.09,117.61,269.33,48.8,0.31758,0.000122,51.38
3966,627.66,2539.14,-15.51221,54.770784,882,238.75,42.11,121.95,251.99,49.39,0.31194,0.00012,50.47
3967,654.79,2546.02,-15.621167,55.200267,1030,267.89,53.04,195.5,261.2,52.2,0.28981,0.000112,46.89
3968,685.17,2550.13,-15.68622,55.681171,1109,83.04,36.06,111.69,274.66,47.95,0.32575,0.000125,52.71
3969,716.42,2548.68,-15.663289,56.175983,838,68.55,20.96,48.69,288.97,37.29,0.37144,0.000143,60.1
3970,752.19,2536.46,-15.469692,56.742258,1022,91.94,23.81,55.21,301.04,42.39,0.34824,0.000134,56.34
3971,781.77,2541.97,-15.556966,57.210471,963,95.73,28.59,66.68,340.89,46.45,0.3374,0.00013,54.59
3972,812.58,2541.18,-15.544501,57.698203,1036,76.38,25.05,55.56,377.82,44.34,0.34511,0.000133,55.84
3973,842.19,2540.72,-15.537221,58.167038,1092,53.04,19.61,44.69,417.14,34.81,0.39153,0.000151,63.35
3974,876.73,2543.92,-15.58793,58.71376,1236,39.28,13.5,32.24,469.74,24.16,0.4792,0.000185,77.53
3975,910.8,2539.73,-15.521497,59.253148,1064,85.33,26.19,73.43,515.52,46.62,0.33624,0.00013,54.4
3976,943.97,2546.0,-15.620738,59.778298,1041,175.18,42.45,131.2,541.03,49.28,0.31385,0.000121,50.78
3977,975.54,2539.79,-15.522402,60.277995,1133,90.65,40.83,119.27,528.16,48.27,0.32311,0.000124,52.28
3978,1008.2,2546.86,-15.634474,60.795102,1080,68.05,27.32,79.74,542.09,46.72,0.33572,0.000129,54.32
3979,1039.77,2539.82,-15.522877,61.294907,786,189.22,40.93,108.94,536.43,48.59,0.31901,0.000123,51.61
3980,1064.23,2549.34,-15.673582,61.682168,725,147.19,31.02,75.31,561.57,47.11,0.33133,0.000128,53.61
3981,1099.31,2550.47,-15.691503,62.237434,1006,156.14,18.07,42.43,581.29,32.89,0.40508,0.000156,65.54
3982,1130.51,2539.83,-15.523069,62.731416,911,175.94,22.67,51.81,585.08,40.98,0.34697,0.000134,56.14
3983,1167.43,2541.39,-15.54773,63.31588,973,161.83,28.61,74.96,618.02,47.2,0.33038,0.000127,53.45
3984,1193.96,2546.86,-15.6344,63.735837,1151,166.23,35.33,96.23,650.97,47.98,0.32416,0.000125,52.45
3985,1232.13,2544.77,-15.601294,64.340116,1255,255.93,32.18,83.23,687.41,48.14,0.32143,0.000124,52.01
3986,1269.31,2536.83,-15.475634,64.928751,1239,214.6,33.02,85.63,719.64,47.94,0.32368,0.000125,52.37
3987,1302.57,2547.57,-15.645665,65.455329,962,136.0,29.47,74.44,773.7,47.0,0.33237,0.000128,53.78
3988,1328.0,2547.11,-15.638393,65.857887,890,106.63,32.65,90.45,805.34,47.37,0.32997,0.000127,53.39
3989,1362.82,2546.89,-15.634844,66.409002,912,93.08,31.61,83.84,850.99,47.04,0.33279,0.000128,53.84
3990,1389.44,2536.78,-15.474799,66.830553,831,258.6,43.31,137.33,876.54,50.08,0.30631,0.000118,49.56
3991,1419.53,2540.41,-15.532277,67.306807,794,400.2,59.69,285.25,922.83,56.29,0.2568,9.9e-05,41.55
3992,1449.25,2537.57,-15.487321,67.777318,913,797.35,72.47,494.0,963.03,66.42,0.17808,6.9e-05,28.81
3993,1488.06,2536.51,-15.470621,68.391763,1090,1033.04,75.64,626.43,1019.65,72.74,0.13263,5.1e-05,21.46
3994,1516.9,2546.4,-15.62705,68.848255,1066,1198.98,63.4,323.94,1071.81,63.19,0.19474,7.5e-05,31.51
3995,1557.66,2545.65,-15.615177,69.493547,1217,1237.65,71.45,452.09,1063.44,67.99,0.16115,6.2e-05,26.07
3996,1589.91,2548.54,-15.661029,70.00408,948,1208.13,57.22,256.18,1008.58,60.85,0.21115,8.1e-05,34.16
3997,1615.25,2542.58,-15.566614,70.405207,1003,965.25,60.29,254.98,963.13,59.13,0.22721,8.8e-05,36.76
3998,1642.32,2545.49,-15.612657,70.833859,826,1109.43,65.77,345.88,917.26,63.34,0.19497,7.5e-05,31.54
3999,1676.07,2542.26,-15.561596,71.368196,1125,1267.95,68.67,432.93,858.21,67.52,0.16389,6.3e-05,26.52
4000,1707.91,2544.76,-15.601207,71.872212,1023,1093.65,70.05,461.03,804.35,67.31,0.16779,6.5e-05,27.15
4001,1748.5,2544.31,-15.594024,72.51472,1198,489.88,62.95,367.12,734.82,59.8,0.22952,8.8e-05,37.14
4002,1776.05,2534.22,-15.434339,72.950898,745,315.03,46.86,206.93,683.89,52.93,0.28348,0.000109,45.87
4003,1802.93,2543.44,-15.580206,73.37645,1053,144.27,22.88,61.63,641.9,41.45,0.34578,0.000133,55.95
4004,1833.21,2538.55,-15.502764,73.855768,1121,156.14,26.13,69.72,588.47,46.98,0.33224,0.000128,53.75
4005,1869.85,2549.72,-15.679724,74.435814,1163,227.86,39.32,106.75,532.62,48.78,0.31689,0.000122,51.27
4006,1908.6,2537.72,-15.489667,75.049272,1272,522.38,56.88,255.63,461.71,56.09,0.2564,9.9e-05,41.48
4007,1942.84,2537.31,-15.48329,75.591392,997,880.94,67.23,359.9,405.1,62.26,0.206,7.9e-05,33.33
4008,1975.07,2537.19,-15.481378,76.101563,1092,853.73,70.26,410.02,352.53,63.84,0.19521,7.5e-05,31.58
4009,1998.26,2551.61,-15.709579,76.468667,982,711.27,67.33,346.85,321.78,60.62,0.22025,8.5e-05,35.64
4010,2023.06,2537.4,-15.484685,76.861306,923,906.83,65.76,343.58,273.63,61.86,0.20845,8e-05,33.73
4011,2062.39,2543.34,-15.578636,77.483936,927,695.49,59.02,231.98,209.84,56.45,0.25103,9.7e-05,40.62
4012,2088.08,2538.42,-15.500751,77.890627,962,685.29,57.24,227.08,164.53,56.2,0.25301,9.7e-05,40.94
4013,2127.08,2548.37,-15.658224,78.507972,1093,665.9,55.46,194.22,108.68,52.74,0.26713,0.000103,43.22
4014,2160.13,2541.93,-15.556426,79.031251,751,516.57,64.51,323.75,54.28,53.87,0.27797,0.000126,52.78
4015,2187.78,2546.48,-15.62833,79.468959,644,303.63,70.64,487.93,18.91,56.63,0.35907,0.000246,103.29
4016,2422.42,2563.55,-15.898607,83.183649,233,-50.84,12.74,38.4,8.43,15.88,0.75056,0.000651,273.36
4017,2447.47,2558.01,-15.810856,83.580105,156,-1.45,52.93,182.48,7.91,43.22,0.55141,0.000483,202.92
4018,2466.2,2563.72,-15.901377,83.876694,370,-10.56,34.25,100.73,13.86,40.53,0.53361,0.000412,173.18
4019,2503.85,2563.63,-15.899856,84.472709,269,-40.12,22.96,49.33,9.06,33.27,0.59921,0.000513,215.48
4020,2533.64,2565.3,-15.92627,84.944323,310,-42.74,15.84,36.0,11.04,21.1,0.68325,0.000561,235.82
4021,3064.23,2555.95,-15.778281,93.344063,39,137.09,82.7,1455.08,3.17,66.52,0.39608,0.00038,159.47
4022,3078.83,2549.42,-15.674939,93.575156,297,104.67,71.56,498.98,6.29,55.08,0.45813,0.000414,174.02
4023,3118.5,2545.0,-15.604952,94.203198,2,-113.04,57.81,414.28,1.75,50.73,0.52964,0.000521,218.74
4024,81.23,2581.55,-16.183502,46.120252,165,-53.77,13.96,35.75,4.6,17.61,0.76341,0.000713,299.4
4025,123.44,2579.75,-16.155047,46.788457,123,-58.05,7.95,21.34,5.05,7.15,0.85853,0.000795,333.88
4026,146.63,2575.02,-16.080168,47.155623,940,-44.28,8.07,18.13,16.54,7.84,0.76397,0.000555,232.99
4027,174.32,2580.51,-16.167144,47.593956,990,-20.44,2.69,7.08,51.84,0.29,0.70382,0.000329,138.14
4028,209.22,2576.18,-16.098617,48.146522,1003,-11.87,4.49,10.07,104.39,5.76,0.6242,0.00024,100.99
4029,242.46,2576.87,-16.109552,48.67262,1137,-21.22,2.81,6.48,148.14,4.75,0.64635,0.000249,104.58
4030,270.21,2571.68,-16.027307,49.111908,1053,-19.9,3.71,8.53,172.49,6.72,0.63137,0.000243,102.15
4031,301.38,2570.58,-16.009865,49.605403,913,-22.48,2.7,6.02,188.98,4.95,0.64729,0.000249,104.73
4032,328.91,2573.92,-16.062711,50.041194,922,-23.02,1.96,4.44,211.57,3.67,0.65881,0.000254,106.59
4033,371.34,2582.37,-16.196552,50.71296,787,-29.88,2.34,6.65,230.91,4.32,0.65304,0.000252,105.66
4034,395.44,2573.01,-16.048372,51.094486,831,-34.75,3.12,8.41,221.38,5.64,0.64132,0.000247,103.76
4035,438.0,2568.05,-15.969922,51.768221,1090,-19.59,10.68,24.29,244.01,18.82,0.52568,0.000203,85.05
4036,468.55,2578.33,-16.132527,52.251971,974,-1.81,17.9,46.44,289.91,31.66,0.41795,0.000161,67.62
4037,500.56,2571.65,-16.026909,52.758641,1069,10.29,8.19,18.22,315.51,14.69,0.56069,0.000216,90.72
4038,533.66,2568.88,-15.983073,53.2826,1016,74.05,30.92,82.8,338.64,46.87,0.33443,0.000129,54.11
