id,name,slug,state_id,state_name,province_id,province_name,culture_id,feature_id,cell,x,y,capital,port,population,type,group,walls,citadel,temple
490,Londaulia,londaulia,23,Xilhuan Altepetl,52,Iztaco Earldom,0,1,2908,1257.05,868.16,FALSE,FALSE,4.309,River,town,FALSE,FALSE,FALSE
491,Nercurum,nercurum,33,Duchy of Temalimco,0,,19,1,4491,492.9,1345.76,FALSE,FALSE,1,Generic,village,FALSE,FALSE,FALSE
492,Glen,glen,29,Beylik of Lugrancanta,30,Glen County,22,1,2256,1015.12,617.17,FALSE,FALSE,12.973,River,city,TRUE,FALSE,FALSE
493,Presa,presa,31,Duchy of Witfordburia,100,Cuapantema County,0,1,3943,8.21,1228.25,FALSE,FALSE,1.05,Generic,village,FALSE,FALSE,FALSE
494,Polletorum,polletorum,33,Duchy of Temalimco,0,,25,1,4881,379.61,1440.78,FALSE,FALSE,9.046,Generic,town,FALSE,FALSE,FALSE
495,Jammere,jammere,32,Nekosdamkoda,103,Alaklalia County,17,1,3111,1161.4,937.76,FALSE,FALSE,11.063,Highland,city,FALSE,FALSE,FALSE
496,Naisus,naisus,22,Sultanate of Kanchasuyu,5,Markia Margrave,19,1,1094,262.57,332.4,FALSE,FALSE,0.552,Generic,village,FALSE,FALSE,FALSE
497,Hertius,hertius,29,Beylik of Lugrancanta,126,Tralinia Territory,21,1,1226,799.9,354.04,FALSE,FALSE,2.049,Generic,town,FALSE,FALSE,FALSE
498,Arnorum,arnorum,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,19,1,833,199.7,275.3,FALSE,FALSE,3.941,Lake,town,FALSE,FALSE,FALSE
499,Matrum,matrum,27,Marches of Petrello,66,Sezania Captaincy,17,1,3914,1387.53,1209.36,FALSE,FALSE,5.256,Generic,town,FALSE,FALSE,FALSE
500,Vicialorum,vicialorum,31,Duchy of Witfordburia,0,,21,1,4055,101.77,1257.98,FALSE,FALSE,9.475,Generic,town,FALSE,FALSE,FALSE
501,Killa,killa,22,Sultanate of Kanchasuyu,9,Qochruyu County,19,1,2017,76.51,560.84,FALSE,FALSE,0.834,Highland,village,FALSE,FALSE,FALSE
502,Nadaspan,nadaspan,25,Latocail Naharcan,56,Leabania County,22,1,2902,1118,849.72,FALSE,FALSE,9.168,Generic,town,FALSE,TRUE,FALSE
503,Prebavorum,prebavorum,31,Duchy of Witfordburia,0,,25,1,5168,219.96,1506.36,FALSE,FALSE,4.611,Generic,town,FALSE,FALSE,FALSE
504,Platum,platum,23,Xilhuan Altepetl,0,,0,1,1420,993.75,407.11,FALSE,FALSE,1.029,Generic,village,TRUE,FALSE,FALSE
505,Nigdutero,nigdutero,33,Duchy of Temalimco,0,,25,1,4972,358.36,1472.4,FALSE,FALSE,5.841,Generic,town,TRUE,FALSE,FALSE
506,Colivium,colivium,23,Xilhuan Altepetl,46,Confleba County,0,1,2326,1142.86,638.81,FALSE,FALSE,1.452,Generic,village,FALSE,FALSE,FALSE
507,Solchasina,solchasina,22,Sultanate of Kanchasuyu,14,Sumior Landgrave,19,1,1782,332.38,483.21,FALSE,FALSE,1.649,Hunting,village,FALSE,FALSE,FALSE
508,Lesontia,lesontia,34,Duchy of Petlancia,0,,26,1,5026,1498.24,1457.65,FALSE,TRUE,7.914,Naval,town,FALSE,FALSE,FALSE
509,Pullum,pullum,35,Duchy of Quenolistes,0,,24,1,3787,740.17,1186.86,FALSE,FALSE,2.581,Nomadic,town,FALSE,FALSE,FALSE
510,Matrix,matrix,31,Duchy of Witfordburia,0,,19,1,4285,122.5,1297.6,FALSE,FALSE,0.285,Nomadic,caravanserai,FALSE,FALSE,FALSE
511,Camupicodu,camupicodu,31,Duchy of Witfordburia,98,Sirnorum County,21,1,3669,89.4,1171.6,FALSE,FALSE,10.729,Lake,city,TRUE,FALSE,FALSE
512,Ciarinl,ciarinl,28,Emirate of Riagan,86,Rorinmia County,20,1,27,590.31,4.63,FALSE,FALSE,0.835,Highland,village,FALSE,FALSE,FALSE
513,Hiepachaorkasi,hiepachaorkasi,22,Sultanate of Kanchasuyu,14,Sumior Landgrave,19,1,1683,337.76,471.88,FALSE,FALSE,2.584,Lake,town,TRUE,FALSE,FALSE
514,Rodanmayu,rodanmayu,22,Sultanate of Kanchasuyu,16,Melia Margrave,20,1,307,307.67,117.12,FALSE,FALSE,9.59,River,town,FALSE,TRUE,FALSE
515,Noporum,noporum,36,Duchy of Eleral,0,,19,1,4205,598.69,1272.63,FALSE,FALSE,11.425,Generic,city,TRUE,FALSE,FALSE
516,Luricia,luricia,33,Duchy of Temalimco,0,,25,1,4882,400.94,1453.9,FALSE,FALSE,0.934,Generic,village,FALSE,FALSE,FALSE
517,Fomanum,fomanum,23,Xilhuan Altepetl,48,Hueca County,0,1,1988,1222.94,541.83,FALSE,FALSE,2.607,River,town,FALSE,FALSE,FALSE
518,Flovia,flovia,25,Latocail Naharcan,58,Sarahacan Earldom,24,1,3196,853.22,993.47,FALSE,FALSE,0.674,River,village,FALSE,FALSE,FALSE
519,Celcoco,celcoco,23,Xilhuan Altepetl,42,Auiatlan County,16,1,973,1309.31,298.69,FALSE,FALSE,0.883,Generic,village,FALSE,FALSE,FALSE
520,Luregixus,luregixus,23,Xilhuan Altepetl,48,Hueca County,0,1,1992,1307.76,533.63,FALSE,FALSE,0.716,Generic,village,FALSE,FALSE,FALSE
521,Contia,contia,23,Xilhuan Altepetl,49,Texcoaxaxaco County,0,1,2858,1294.02,841.73,FALSE,FALSE,1.504,Generic,village,FALSE,FALSE,FALSE
522,Runium,runium,33,Duchy of Temalimco,0,,25,1,4977,466.34,1458.55,FALSE,FALSE,10.719,Generic,city,FALSE,FALSE,FALSE
523,Ponfigliari,ponfigliari,27,Marches of Petrello,69,Fivania Captaincy,23,1,3576,1494.36,1117.5,FALSE,FALSE,0.937,Generic,village,FALSE,FALSE,FALSE
524,Tungrum,tungrum,31,Duchy of Witfordburia,0,,19,1,4786,110.89,1428.24,FALSE,FALSE,12.944,River,city,TRUE,FALSE,FALSE
525,Plagentesca,plagentesca,33,Duchy of Temalimco,0,,25,1,5187,649.38,1501.59,FALSE,FALSE,2.99,Generic,town,TRUE,FALSE,FALSE
526,Acciano,acciano,27,Marches of Petrello,71,Geria Earldom,23,1,3657,1652.76,1122.5,FALSE,TRUE,1.335,Naval,village,FALSE,FALSE,FALSE
527,Fionsuyu,fionsuyu,22,Sultanate of Kanchasuyu,107,Fionsuyu Territory,20,1,1012,432.47,329.05,FALSE,TRUE,0.815,Naval,village,FALSE,FALSE,FALSE
528,Iuratercusi,iuratercusi,27,Marches of Petrello,68,Tonazahualco County,0,1,3383,1314.62,1049.85,FALSE,FALSE,11.423,Generic,city,FALSE,FALSE,FALSE
529,Aumetorico,aumetorico,36,Duchy of Eleral,0,,26,1,4586,719.26,1365.96,FALSE,FALSE,1.802,River,village,FALSE,FALSE,FALSE
530,Nadarcancan,nadarcancan,25,Latocail Naharcan,55,Caidistlan County,22,1,3202,991,984.49,FALSE,FALSE,3.101,River,town,FALSE,FALSE,FALSE
531,Verurivium,verurivium,25,Latocail Naharcan,60,Breharcan County,24,1,3423,992.95,1068.26,FALSE,FALSE,0.458,River,village,FALSE,FALSE,FALSE
532,Apan,apan,25,Latocail Naharcan,56,Leabania County,22,1,2955,1134.27,889.24,FALSE,FALSE,0.252,Highland,fort,FALSE,TRUE,FALSE
533,Covetelia,covetelia,31,Duchy of Witfordburia,0,,19,1,4478,215.5,1326.74,FALSE,FALSE,1.11,Generic,village,FALSE,FALSE,FALSE
534,Tierka,tierka,22,Sultanate of Kanchasuyu,106,Orcan Territory,20,1,16,357.95,8.48,FALSE,FALSE,3.401,Generic,town,FALSE,FALSE,FALSE
535,Aeraqubaqui,aeraqubaqui,31,Duchy of Witfordburia,0,,21,1,3949,143.86,1224.6,FALSE,FALSE,4.7,Generic,town,FALSE,FALSE,FALSE
536,Tungripila,tungripila,23,Xilhuan Altepetl,48,Hueca County,0,1,1989,1250.15,541.08,FALSE,FALSE,3.079,River,town,FALSE,FALSE,FALSE
537,Sollaqsu,sollaqsu,22,Sultanate of Kanchasuyu,23,Apaor County,19,1,1777,285.66,492.64,FALSE,FALSE,7.018,Hunting,town,FALSE,FALSE,FALSE
538,Eirancodan,eirancodan,28,Emirate of Riagan,85,Melaqta County,20,1,935,574.86,295.81,FALSE,FALSE,1.022,Hunting,village,TRUE,FALSE,FALSE
539,Beretlan,beretlan,23,Xilhuan Altepetl,42,Auiatlan County,16,1,1344,1318.7,371.16,FALSE,FALSE,1.528,Generic,village,FALSE,FALSE,FALSE
540,Castrix,castrix,25,Latocail Naharcan,62,Florum Earldom,21,1,3139,723.04,961.79,FALSE,FALSE,0.751,Hunting,trading_post,FALSE,FALSE,FALSE
541,Srathtlan,srathtlan,25,Latocail Naharcan,60,Breharcan County,22,1,3490,1054.39,1088.04,FALSE,FALSE,4.241,River,town,FALSE,FALSE,FALSE
542,Vilorum,vilorum,34,Duchy of Petlancia,0,,26,1,5436,1799.34,1548.13,FALSE,FALSE,4.474,River,town,FALSE,FALSE,FALSE
543,Conopocen,conopocen,23,Xilhuan Altepetl,31,Temoac County,0,1,2855,1222.89,828.78,FALSE,FALSE,0.947,Generic,fort,FALSE,TRUE,FALSE
544,Murnovergo,murnovergo,23,Xilhuan Altepetl,0,,0,1,479,1146.95,168.59,FALSE,FALSE,1.331,River,village,FALSE,FALSE,FALSE
545,Cornorum,cornorum,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County,0,1,995,145.91,321.58,FALSE,FALSE,1.156,River,village,FALSE,FALSE,FALSE
546,Duvanum,duvanum,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,0,1,585,133.87,210.96,FALSE,FALSE,2.629,River,town,FALSE,FALSE,FALSE
547,Taureme,taureme,23,Xilhuan Altepetl,47,Buratesa County,0,1,1239,1079.17,359.34,FALSE,FALSE,6.077,Generic,town,FALSE,FALSE,FALSE
548,Regilorum,regilorum,23,Xilhuan Altepetl,46,Confleba County,0,1,2129,1203.99,574.46,FALSE,FALSE,0.569,Generic,village,FALSE,FALSE,FALSE
549,Contia,contia,23,Xilhuan Altepetl,32,Oveliava Earldom,0,1,2540,1402.81,697.46,FALSE,FALSE,0.83,Generic,village,FALSE,FALSE,FALSE
550,Eiranmarka,eiranmarka,28,Emirate of Riagan,124,Orin Territory,20,1,142,746.75,56.87,FALSE,FALSE,1.335,Highland,village,FALSE,TRUE,FALSE
551,Morrabi,morrabi,34,Duchy of Petlancia,0,,23,1,4531,1350.49,1335.2,FALSE,FALSE,1.344,Nomadic,village,FALSE,FALSE,FALSE
552,Pamatro,pamatro,27,Marches of Petrello,65,Colanolonia Earldom,23,1,3332,1495,1034.56,FALSE,FALSE,0.986,Generic,village,TRUE,FALSE,FALSE
553,Conimbrica,conimbrica,28,Emirate of Riagan,84,Kievan County,20,1,382,589.08,133.9,FALSE,FALSE,0.246,Nomadic,village,FALSE,FALSE,FALSE
554,Nialmayu,nialmayu,29,Beylik of Lugrancanta,95,Nialmayu Earldom,20,1,1208,568.2,381.16,FALSE,TRUE,11.987,Naval,city,TRUE,FALSE,FALSE
555,Partus,partus,31,Duchy of Witfordburia,100,Cuapantema County,0,1,3751,29.48,1173.04,FALSE,TRUE,10.756,Naval,city,FALSE,FALSE,FALSE
556,Murvionium,murvionium,31,Duchy of Witfordburia,0,,19,1,3963,364.82,1225.45,FALSE,FALSE,1.139,Generic,village,TRUE,FALSE,FALSE
557,Ornanlpansu,ornanlpansu,22,Sultanate of Kanchasuyu,4,Ornanlpansu County,20,1,1191,370.2,362.4,FALSE,FALSE,16.606,Lake,city,TRUE,TRUE,FALSE
558,Poliebugus,poliebugus,31,Duchy of Witfordburia,0,,19,1,4638,222.51,1383.68,FALSE,FALSE,8.66,Generic,town,FALSE,FALSE,FALSE
559,Campi,campi,27,Marches of Petrello,119,Campi Territory,23,1,3073,1331.25,927.5,FALSE,FALSE,1.209,Highland,village,FALSE,FALSE,FALSE
560,Chaskasurepach,chaskasurepach,22,Sultanate of Kanchasuyu,24,Kancha County,19,1,2018,99.72,546.2,FALSE,FALSE,2.073,Highland,town,FALSE,FALSE,FALSE
561,Wapapunturka,wapapunturka,22,Sultanate of Kanchasuyu,21,Marsu County,19,1,1769,181.48,495.38,FALSE,FALSE,0.792,Lake,village,FALSE,FALSE,FALSE
562,Antodunum,antodunum,23,Xilhuan Altepetl,45,Alcocateco County,0,1,2052,1096.48,559.37,FALSE,FALSE,7.732,River,town,FALSE,FALSE,FALSE
563,Scaiecricia,scaiecricia,0,Neutrals,0,,0,1,5358,103.85,1553.89,FALSE,FALSE,2.24,Generic,town,FALSE,FALSE,FALSE
564,Riagpunkanch,riagpunkanch,28,Emirate of Riagan,87,Brenpunia County,20,1,1301,490.64,389.28,FALSE,FALSE,2.269,Hunting,town,FALSE,FALSE,FALSE
565,Necarastlan,necarastlan,25,Latocail Naharcan,61,Necarastlan Earldom,22,1,2600,1083.33,718.6,FALSE,FALSE,4.373,Generic,town,FALSE,FALSE,FALSE
566,Melpunkanch,melpunkanch,28,Emirate of Riagan,87,Brenpunia County,20,1,932,503.38,295.82,FALSE,FALSE,4.169,Generic,town,TRUE,FALSE,FALSE
567,Coriatanum,coriatanum,23,Xilhuan Altepetl,52,Iztaco Earldom,0,1,2959,1218.71,880.34,FALSE,FALSE,1.999,Generic,village,FALSE,TRUE,FALSE
568,Saquri,saquri,36,Duchy of Eleral,0,,26,1,4502,732.93,1340.42,FALSE,FALSE,2.008,Generic,town,FALSE,FALSE,FALSE
569,Lugripila,lugripila,0,Neutrals,0,,0,1,4172,46.47,1272.63,FALSE,FALSE,1.006,Nomadic,village,FALSE,FALSE,FALSE
570,Aetumpepi,aetumpepi,33,Duchy of Temalimco,0,,25,1,4803,492.17,1419.63,FALSE,FALSE,3.679,Generic,town,FALSE,FALSE,FALSE
571,Fionkancha,fionkancha,22,Sultanate of Kanchasuyu,15,Fionkancha County,20,1,112,98.18,47.98,FALSE,FALSE,7.882,Generic,town,FALSE,FALSE,FALSE
572,Brecteaig,brecteaig,23,Xilhuan Altepetl,113,Brecaoirt Region,22,1,3022,1383.95,897.44,FALSE,FALSE,4.742,Highland,town,FALSE,TRUE,FALSE
573,Balacanver,balacanver,23,Xilhuan Altepetl,43,Preme Earldom,22,1,2722,1181.78,780.71,FALSE,FALSE,1.286,Generic,village,FALSE,FALSE,FALSE
574,Naharpan,naharpan,25,Latocail Naharcan,58,Sarahacan Earldom,22,1,2896,993.59,848.97,FALSE,FALSE,0.628,River,village,FALSE,FALSE,FALSE
575,Ferrkokakan,ferrkokakan,26,Raamkoda,118,Vaskmurd Istekoda,17,1,797,1145.81,252.13,FALSE,FALSE,1.277,River,village,FALSE,TRUE,FALSE
576,Rapisiori,rapisiori,28,Emirate of Riagan,84,Kievan County,20,1,384,645.64,142.2,FALSE,FALSE,0.377,Nomadic,village,FALSE,FALSE,FALSE
577,Ventium,ventium,31,Duchy of Witfordburia,0,,19,1,4562,215.89,1353.43,FALSE,FALSE,4.754,Generic,town,FALSE,FALSE,FALSE
578,Aqurodula,aqurodula,31,Duchy of Witfordburia,0,,19,1,4064,205.84,1241.96,FALSE,FALSE,7.026,Generic,town,FALSE,FALSE,FALSE
579,Nodutum,nodutum,34,Duchy of Petlancia,0,,26,1,5131,1559.56,1468.31,FALSE,TRUE,10.363,Naval,city,FALSE,FALSE,FALSE
580,Gemiba,gemiba,34,Duchy of Petlancia,0,,26,1,5030,1539.42,1461.58,FALSE,FALSE,8.284,Hunting,town,FALSE,FALSE,FALSE
581,Cebugusa,cebugusa,33,Duchy of Temalimco,0,,25,1,5176,398.2,1514.63,FALSE,FALSE,1.005,Generic,village,FALSE,TRUE,FALSE
582,Ridupiponde,ridupiponde,33,Duchy of Temalimco,0,,25,1,5290,708.09,1524.27,FALSE,FALSE,15.849,Generic,city,TRUE,TRUE,FALSE
583,Vinium,vinium,23,Xilhuan Altepetl,28,Nototitlanco County,0,1,2397,1383.3,669.65,FALSE,FALSE,12.743,Generic,city,TRUE,FALSE,FALSE
584,Rorinconan,rorinconan,28,Emirate of Riagan,84,Kievan County,20,1,134,581.24,44.59,FALSE,FALSE,1.448,Generic,village,FALSE,FALSE,FALSE
585,Chaska,chaska,22,Sultanate of Kanchasuyu,23,Apaor County,19,1,1776,269.74,488.84,FALSE,FALSE,5.174,Generic,town,FALSE,FALSE,FALSE
586,Pulbium,pulbium,34,Duchy of Petlancia,0,,26,1,4540,1529.33,1350.98,FALSE,TRUE,4.67,Naval,town,FALSE,FALSE,FALSE
587,Sirdum,sirdum,33,Duchy of Temalimco,0,,25,1,5172,314.11,1502.85,FALSE,FALSE,2.971,Generic,town,FALSE,FALSE,FALSE
588,Seracorum,seracorum,23,Xilhuan Altepetl,46,Confleba County,0,1,2327,1171.39,633.04,FALSE,FALSE,3.936,Generic,town,FALSE,FALSE,FALSE
589,Confleba,confleba,23,Xilhuan Altepetl,46,Confleba County,0,1,2389,1211.15,655.49,FALSE,FALSE,8.082,Generic,town,TRUE,FALSE,FALSE
590,Desium,desium,23,Xilhuan Altepetl,46,Confleba County,0,1,2193,1168.6,605.77,FALSE,FALSE,3.242,Hunting,town,FALSE,FALSE,FALSE
591,Boboviavum,boboviavum,36,Duchy of Eleral,0,,26,1,4499,659.13,1345.57,FALSE,FALSE,0.322,Nomadic,village,TRUE,FALSE,FALSE
592,Bren,bren,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,20,1,238,190.48,102.5,FALSE,FALSE,0.855,Nomadic,village,FALSE,FALSE,FALSE
593,Borgovioma,borgovioma,33,Duchy of Temalimco,0,,19,1,4578,560.19,1360.93,FALSE,FALSE,1.921,Nomadic,village,FALSE,FALSE,FALSE
594,Erantium,erantium,31,Duchy of Witfordburia,0,,19,1,4069,292.1,1246.12,FALSE,FALSE,8.437,Generic,town,FALSE,FALSE,FALSE
595,Contarilebu,contarilebu,31,Duchy of Witfordburia,0,,19,1,4480,251.82,1344.24,FALSE,FALSE,1.531,Generic,village,FALSE,FALSE,FALSE
596,Ponerentiver,ponerentiver,34,Duchy of Petlancia,0,,23,1,4448,1526.58,1310.65,FALSE,FALSE,1.413,Generic,village,FALSE,FALSE,FALSE
597,Fonapigoria,fonapigoria,33,Duchy of Temalimco,0,,26,1,4819,836.34,1432.09,FALSE,FALSE,3.924,Generic,town,FALSE,FALSE,FALSE
598,Markayukuna,markayukuna,22,Sultanate of Kanchasuyu,109,Sasumiyuqtia Tribe,19,1,2227,136.11,612.88,FALSE,FALSE,1.971,Highland,village,FALSE,FALSE,FALSE
599,Orkancha,orkancha,22,Sultanate of Kanchasuyu,7,Fionlaqtia County,20,1,3,84.35,8.86,FALSE,FALSE,0.951,Generic,fort,FALSE,TRUE,FALSE
600,Dianova,dianova,34,Duchy of Petlancia,0,,26,1,5401,1039.85,1545.35,FALSE,FALSE,0.999,Generic,village,FALSE,FALSE,FALSE
601,Parviorum,parviorum,31,Duchy of Witfordburia,0,,19,1,4964,189.52,1475.36,FALSE,FALSE,10.422,River,city,TRUE,FALSE,FALSE
602,Killatheonku,killatheonku,22,Sultanate of Kanchasuyu,108,Killatheonku Territory,19,1,2014,10.36,548.87,FALSE,FALSE,6.676,Generic,town,FALSE,FALSE,FALSE
603,Hieremaviumme,hieremaviumme,32,Nekosdamkoda,127,Salagpan Land,17,1,3112,1188.39,944.8,FALSE,FALSE,1.036,Highland,village,FALSE,FALSE,FALSE
604,Hernorum,hernorum,23,Xilhuan Altepetl,34,Ariateranno Earldom,0,1,2395,1327.32,670.06,FALSE,FALSE,0.409,Hunting,village,FALSE,FALSE,FALSE
605,Brigurum,brigurum,25,Latocail Naharcan,59,Cesontiana County,21,1,3295,696.6,1032.45,FALSE,FALSE,3.375,Hunting,town,FALSE,FALSE,FALSE
606,Lesala,lesala,22,Sultanate of Kanchasuyu,12,Beranlaqia County,21,1,1292,403.18,379.82,FALSE,FALSE,0.863,Generic,village,FALSE,FALSE,FALSE
607,Yampan,yampan,23,Xilhuan Altepetl,48,Hueca County,16,1,1993,1344.17,523.99,FALSE,FALSE,0.464,Generic,village,FALSE,FALSE,FALSE
608,Breaigpan,breaigpan,23,Xilhuan Altepetl,37,Maia County,22,1,2188,1062.82,595.33,FALSE,FALSE,4.45,Generic,town,FALSE,FALSE,FALSE
609,Marnorum,marnorum,31,Duchy of Witfordburia,0,,19,1,4557,136.72,1368.3,FALSE,TRUE,2.776,Naval,town,TRUE,FALSE,FALSE
610,Agdusium,agdusium,28,Emirate of Riagan,84,Kievan County,20,1,194,553.47,72.82,FALSE,FALSE,1.811,Generic,village,FALSE,TRUE,FALSE
611,Relicara,relicara,23,Xilhuan Altepetl,0,,0,1,1810,980.2,485.02,FALSE,FALSE,0.594,Highland,village,FALSE,FALSE,FALSE
612,Flalequm,flalequm,31,Duchy of Witfordburia,0,,25,1,5361,166.72,1551.92,FALSE,FALSE,1.392,River,village,FALSE,FALSE,FALSE
613,Piecorraro,piecorraro,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,4030,1584.31,1227.29,FALSE,FALSE,1.303,Generic,village,FALSE,FALSE,FALSE
614,Vicrem,vicrem,34,Duchy of Petlancia,0,,26,1,5306,1059.63,1532.32,FALSE,FALSE,1.158,River,village,FALSE,FALSE,FALSE
615,Bevanma,bevanma,28,Emirate of Riagan,82,Dorinsia County,20,1,524,444.44,190.03,FALSE,FALSE,1.386,Generic,village,FALSE,FALSE,FALSE
616,Dunium,dunium,32,Nekosdamkoda,0,,26,1,4122,1289.16,1258.38,FALSE,FALSE,1.107,Generic,village,FALSE,FALSE,FALSE
617,Fioncorin,fioncorin,22,Sultanate of Kanchasuyu,18,Fioncorin County,20,1,372,381.2,132.59,FALSE,FALSE,6.786,River,town,FALSE,FALSE,FALSE
618,Seqanaqatlan,seqanaqatlan,23,Xilhuan Altepetl,27,Archco County,16,1,1536,1317.46,414.43,FALSE,FALSE,1.855,Generic,village,FALSE,FALSE,FALSE
619,Letinis,letinis,23,Xilhuan Altepetl,46,Confleba County,0,1,2128,1179.13,582.42,FALSE,FALSE,1.809,Generic,village,FALSE,FALSE,FALSE
620,Lodulagume,lodulagume,27,Marches of Petrello,73,Chiapan Earldom,0,1,3266,1276.14,1018.08,FALSE,FALSE,7.268,Highland,town,FALSE,FALSE,FALSE
621,Aorinkancha,aorinkancha,28,Emirate of Riagan,81,Sonanmayu County,20,1,1104,436.78,335.77,FALSE,TRUE,3.535,Naval,town,FALSE,FALSE,FALSE
622,Aurolieru,aurolieru,28,Emirate of Riagan,92,Melaqtia County,20,1,461,742.01,160.25,FALSE,FALSE,4.899,Hunting,town,FALSE,FALSE,FALSE
623,Roccospolano,roccospolano,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,4154,1710.29,1258.58,FALSE,FALSE,1.468,River,village,FALSE,FALSE,FALSE
624,Hersamium,hersamium,23,Xilhuan Altepetl,48,Hueca County,0,1,2198,1276.54,605.83,FALSE,FALSE,2.925,Generic,town,FALSE,FALSE,FALSE
625,Collica,collica,27,Marches of Petrello,121,Sarbakorlalia Territory,23,1,3838,1740.85,1193.77,FALSE,FALSE,2.237,Generic,town,TRUE,FALSE,FALSE
626,Cantoduca,cantoduca,33,Duchy of Temalimco,0,,25,1,5092,702.64,1487.8,FALSE,FALSE,1.509,Nomadic,village,FALSE,FALSE,FALSE
627,Bapunum,bapunum,34,Duchy of Petlancia,0,,26,1,5115,1202.83,1491.59,FALSE,FALSE,0.391,Nomadic,fort,FALSE,TRUE,FALSE
628,Riluromate,riluromate,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,0,1,433,142.58,163.69,FALSE,FALSE,1.034,Nomadic,village,TRUE,FALSE,FALSE
629,Mearyanteca,mearyanteca,25,Latocail Naharcan,57,Bretarpan County,22,1,2802,1008.2,809.55,FALSE,FALSE,1.252,Nomadic,village,TRUE,FALSE,FALSE
630,Ceruresa,ceruresa,31,Duchy of Witfordburia,0,,19,1,3961,322.02,1221.05,FALSE,FALSE,7.345,Generic,town,FALSE,FALSE,FALSE
631,Margenda,margenda,23,Xilhuan Altepetl,47,Buratesa County,0,1,1899,1039.43,504.61,FALSE,FALSE,6.305,Generic,town,TRUE,FALSE,FALSE
632,Fontatasalba,fontatasalba,27,Marches of Petrello,71,Geria Earldom,23,1,3518,1630.5,1096,FALSE,FALSE,9.313,Highland,town,FALSE,FALSE,FALSE
633,Dubris,dubris,33,Duchy of Temalimco,0,,25,1,5374,444.99,1553.47,FALSE,FALSE,5.343,Generic,town,FALSE,FALSE,FALSE
634,Lintiodura,lintiodura,23,Xilhuan Altepetl,0,,0,1,158,1096.27,54.96,FALSE,FALSE,0.97,River,village,TRUE,FALSE,FALSE
635,Tierkayu,tierkayu,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,20,1,515,243.78,177.71,FALSE,FALSE,1.922,River,village,FALSE,FALSE,FALSE
636,Antium,antium,23,Xilhuan Altepetl,47,Buratesa County,0,1,1812,1037.59,485.11,FALSE,FALSE,4.157,Generic,town,FALSE,FALSE,FALSE
637,Ponstium,ponstium,31,Duchy of Witfordburia,0,,19,1,4874,220.1,1445.36,FALSE,FALSE,8.67,Generic,town,TRUE,FALSE,FALSE
638,Sasuna,sasuna,22,Sultanate of Kanchasuyu,10,Saium County,19,1,1277,119.18,380.74,FALSE,FALSE,1.629,Lake,village,FALSE,FALSE,FALSE
639,Brecaharcan,brecaharcan,25,Latocail Naharcan,55,Caidistlan County,22,1,3057,998.64,924.16,FALSE,FALSE,3.858,River,town,FALSE,FALSE,FALSE
640,Yallaqta,yallaqta,22,Sultanate of Kanchasuyu,3,Maria Barony,19,1,2492,108.31,713.69,FALSE,FALSE,4.222,Generic,town,FALSE,FALSE,FALSE
641,Flaleborum,flaleborum,34,Duchy of Petlancia,0,,26,1,5124,1401.86,1490.05,FALSE,FALSE,2.986,Generic,town,FALSE,FALSE,FALSE
642,Celpunma,celpunma,22,Sultanate of Kanchasuyu,25,Lorkaia County,20,1,61,203.15,32.4,FALSE,FALSE,0.281,Nomadic,village,FALSE,FALSE,FALSE
643,Marcuri,marcuri,35,Duchy of Quenolistes,0,,24,1,3414,798.91,1068.14,FALSE,FALSE,0.675,Nomadic,village,FALSE,FALSE,FALSE
644,Turidunium,turidunium,26,Raamkoda,118,Vaskmurd Istekoda,0,1,879,1103.38,270.81,FALSE,FALSE,2.253,Generic,town,FALSE,FALSE,FALSE
645,Polleino,polleino,22,Sultanate of Kanchasuyu,20,Binovium County,21,1,1792,454.06,488.33,FALSE,FALSE,3.215,Hunting,town,FALSE,FALSE,FALSE
646,Aesondanida,aesondanida,31,Duchy of Witfordburia,0,,25,1,4797,358.52,1424.77,FALSE,FALSE,3.282,Generic,town,FALSE,FALSE,FALSE
647,Pecaralag,pecaralag,32,Nekosdamkoda,127,Salagpan Land,22,1,3113,1214.88,950.37,FALSE,FALSE,0.984,Highland,village,FALSE,FALSE,FALSE
648,Naistelbium,naistelbium,29,Beylik of Lugrancanta,93,Florum County,21,1,1125,743.25,346.38,FALSE,TRUE,9.72,Naval,town,FALSE,FALSE,FALSE
649,Sinoria,sinoria,34,Duchy of Petlancia,0,,26,1,5227,1510.02,1505.33,FALSE,FALSE,3.974,Generic,town,FALSE,FALSE,FALSE
650,Killallan,killallan,22,Sultanate of Kanchasuyu,19,Ausuyumi County,19,1,2688,5.37,773.34,FALSE,FALSE,0.727,Highland,village,FALSE,FALSE,FALSE
651,Yara,yara,29,Beylik of Lugrancanta,126,Tralinia Territory,17,1,1321,819.88,379.37,FALSE,FALSE,1.215,Generic,village,FALSE,FALSE,FALSE
